Borough,condition,estrato,property_type,neighborhood,Area,bedrooms,bathrooms,garages,Price
Riomar,Usado,2,Casa,Adelita de Char Etp. 2,57,3,2,3,150000000
Sur Oriente,Usado,2,Apartamento,José Antonio Galán,54,3,1,1,110000000
Metropolitana,Usado,2,Casa,Ciudadela 20 de Julio,144,3,3,0,230000000
Riomar,Usado,2,Casa,Adelita de Char Etp. 3,100,4,2,0,148000000
Riomar,Usado,2,Casa,Adelita de Char Etp. 2,55,3,2,0,150000000
Soledad,Usado,2,Casa,Vista Hermosa,140,4,3,0,260000000
Sur Occidente,Usado,2,Casa,El Rubí,101,3,1,0,145000000
Sur Oriente,Usado,2,Apartamento,Las Nieves,72,2,1,0,120000000
Sur Oriente,Usado,2,Casa,El Limón,84,4,1,1,190000000
Metropolitana,Usado,2,Casa,Ciudadela 20 de Julio,80,3,1,0,115000000
Metropolitana,Usado,2,Casa,Ciudadela 20 de Julio,144,6,2,0,185000000
Metropolitana,Usado,2,Apartamento,Ciudadela 20 de Julio,63,3,1,0,107000000
Soledad,Usado,2,Casa,Los Robles,130,4,3,1,185000000
Sur Oriente,Usado,2,Apartamento,La Unión,98,3,2,0,190000000
Sur Oriente,Usado,2,Casa,Las Nieves,150,5,2,0,190000000
Norte-Centro Histórico,Usado,2,Casa,Centro,762,3,2,0,160000000
Sur Oriente,Usado,2,Casa,Montes,93,5,1,0,80000000
Sur Oriente,Usado,2,Casa,La Alboraya,199,3,2,0,450000000
Sur Oriente,Usado,2,Apartamento,José Antonio Galán,76,3,2,0,150000000
Riomar,Usado,2,Casa,Adelita de Char Etp. 2,98,3,3,0,160000000
Sur Oriente,Usado,2,Casa,Las Nieves,202,4,2,0,290000000
Sur Occidente,Usado,2,Casa,El Pueblo,96,3,1,0,90000000
Sur Oriente,Usado,2,Casa,Las Nieves,100,5,2,0,200000000
Sur Oriente,Usado,2,Casa,Las Nieves,91,3,1,0,155000000
Sur Oriente,Usado,2,Casa,La Alboraya,152,3,2,0,280000000
Soledad,Usado,2,Apartamento,Costa Hermosa,50,2,1,0,86000000
Sur Oriente,Usado,2,Casa,El Campito,148,6,2,0,280000000
Soledad,Usado,2,Casa,Los Robles,84,2,1,0,90000000
Sur Oriente,Usado,2,Apartamento,José Antonio Galán,73,3,2,0,100000000
Sur Occidente,Usado,2,Casa,El Valle,225,3,1,0,150000000
Sur Oriente,Usado,2,Casa,Tayrona,210,3,2,0,350000000
Soledad,Usado,2,Casa,soledad,98,3,3,1,187000000
Sur Oriente,Usado,2,Apartamento,Las Palmas,90,3,2,1,190000000
Metropolitana,Usado,2,Apartamento,Las Cayenas,250,2,1,1,80000000
Sur Oriente,Usado,2,Casa,Las Palmas,100,3,1,0,250000000
Metropolitana,Usado,2,Apartamento,Las Cayenas,48,2,1,1,65000000
Sur Occidente,Usado,2,Casa,Los Olivos I y II,140,4,2,1,210000000
Sur Oriente,Usado,2,Casa,Universal I y II,90,4,2,0,160000000
Sur Occidente,Usado,2,Apartamento,El Pueblo,64,3,2,1,140000000
Metropolitana,Usado,2,Casa,San José,130,3,1,0,310000000
Riomar,Usado,2,Apartamento,San Salvador,90,3,1,0,210000000
Soledad,Usado,2,Casa,Ciudadela Metropolitana,91,3,1,0,190000000
Sur Occidente,Usado,2,Casa,La Ceiba,82,3,2,0,130000000
Norte-Centro Histórico,Usado,2,Apartamento,El Rosario,53,1,1,0,115000000
Sur Occidente,Usado,2,Apartamento,El Pueblo,64,3,2,1,140000000
Metropolitana,Usado,2,Casa,Kennedy,280,6,2,0,300000000
Sur Oriente,Usado,2,Casa,Universal I y II,90,4,1,0,170000000
Sur Oriente,Usado,2,Casa,Pasadena,72,4,2,0,120000000
Soledad,Usado,2,Casa,Ciudadela Metropolitana,114,3,2,1,230000000
Soledad,Usado,2,Casa,Ciudadela Metropolitana,91,4,2,0,260000000
Sur Oriente,Usado,2,Casa,Universal I y II,172,6,2,0,330000000
Riomar,Usado,2,Apartamento,San Salvador,62,3,2,1,155000000
Sur Occidente,Usado,2,Apartamento,Las Estrellas,65,3,2,1,110000000
Sur Oriente,Usado,2,Apartamento,José Antonio Galán,48,3,1,1,125000000
Sur Occidente,Usado,2,Casa,San Isidro,105,3,2,0,190000000
Sur Occidente,Usado,2,Apartamento,Las Estrellas,54,2,1,1,110000000
Sur Occidente,Usado,2,Casa,Las Estrellas,65,4,3,1,230000000
Sur Occidente,Usado,2,Apartamento,San Isidro,94,3,2,0,170000000
Metropolitana,Usado,2,Casa,Kennedy,85,3,1,0,130000000
Sur Occidente,Usado,2,Casa,San Isidro,191,3,2,2,295000000
Soledad,Usado,2,Casa,Los Robles,74,2,3,1,195700000
Metropolitana,Usado,2,Casa,Kennedy,265,4,2,0,300000000
Metropolitana,Usado,2,Apartamento,Villa San Pedro I y II,59,3,1,1,105000000
Sur Occidente,Usado,2,Casa,San Felipe,189,4,2,0,180000000
Metropolitana,Usado,2,Apartamento,Kennedy,58,2,2,0,110000000
Metropolitana,Usado,2,Apartamento,Las Granjas,61,3,2,0,170000000
Metropolitana,Usado,2,Apartamento,Las Granjas,61,3,2,0,170000000
Sur Oriente,Inmobiliaria,2,Casa,Los Trupillos,98,3,2,0,350000000
Soledad,Usado,2,Casa,Los Robles,74,2,1,1,160000000
Soledad,Usado,2,Casa,Los Robles,400,3,4,0,300000000
Metropolitana,Usado,2,Apartamento,La Victoria,253,6,2,0,600000000
Sur Occidente,Usado,2,Casa,San Felipe,126,4,2,0,230000000
Sur Occidente,Usado,2,Casa,El Silencio,206,8,4,0,300000000
Soledad,Usado,2,Apartamento,Ciudadela Metropolitana,63,3,1,0,98000000
Sur Occidente,Usado,2,Apartamento,Las Estrellas,165,3,2,1,165000000
Metropolitana,Usado,2,Casa,Kennedy,200,3,1,0,180000000
Sur Oriente,Usado,2,Casa,Simón Bolívar,220,4,2,0,350000000
Sur Oriente,Usado,2,Casa,Simón Bolívar,102,4,1,0,170000000
Sur Oriente,Usado,2,Casa,Simón Bolívar,288,3,1,0,300000000
Sur Oriente,Usado,2,Apartamento,Simón Bolívar,87,3,1,0,160000000
Soledad,Usado,2,Casa,Oriental,107,3,3,1,197000000
Metropolitana,Usado,2,Casa,La Sierrita,150,0,0,0,140000000
Sur Oriente,Usado,2,Casa,San Roque,200,4,2,1,280000000
Sur Occidente,Usado,2,Casa,La Pradera,114,3,1,0,160000000
Sur Occidente,Usado,2,Apartamento,Caribe Verde,56,2,2,1,130000000
Sur Oriente,Usado,2,Casa,Simón Bolívar,144,5,1,0,230000000
Sur Oriente,Usado,2,Casa,Simón Bolívar,91,4,1,0,220000000
Sur Oriente,Usado,2,Apartamento,Simón Bolívar,110,2,1,0,460000000
Sur Occidente,Usado,2,Casa,La Pradera,105,3,3,1,150000000
Riomar,Usado,2,Casa,Villa Campestre,422,5,4,4,1650000000
Sur Oriente,Usado,2,Casa,Simón Bolívar,236,3,2,0,230000000
Sur Occidente,Usado,2,Apartamento,Caribe Verde,47,2,1,0,100000000
Sur Occidente,Usado,2,Casa,La Pradera,90,6,2,1,270000000
Sur Occidente,Usado,2,Casa,La Pradera,110,3,3,0,150000000
Sur Oriente,Usado,2,Casa,Los Trupillos,100,5,2,0,180000000
Metropolitana,Usado,2,Casa,El Santuario,200,5,2,0,245000000
Sur Occidente,Usado,2,Apartamento,Buena Esperanza,63,2,1,0,130000000
Metropolitana,Usado,2,Casa,Los Continentes,204,10,5,0,430000000
Metropolitana,Usado,2,Casa,Los Continentes,152,2,1,0,140000000
Sur Occidente,Usado,2,Casa,Chiquinquirá,78,3,3,1,280000000
Sur Occidente,Usado,2,Apartamento,Cordialidad,52,2,2,0,130000000
Metropolitana,Usado,2,Casa,Los Girasoles,84,4,4,0,120000000
Metropolitana,Usado,2,Apartamento,Los Continentes,62,3,1,0,115000000
Riomar,Usado,2,Apartamento,El Golf,135,5,2,0,680000000
Soledad,Usado,2,Apartamento,Soledad 2000,100,3,2,0,160000000
Soledad,Usado,2,Casa,Ciudad Caribe,60,2,3,1,140000000
Sur Oriente,Usado,2,Casa,Simón Bolívar,200,0,0,0,280000000
Metropolitana,Usado,2,Casa,Ciudadela 20 de Julio,78,3,2,0,200000000
0,Usado,2,Apartamento,Puerta Dorada,52,3,2,1,145000000
Norte-Centro Histórico,Usado,2,Casa,Centro,398,4,1,1,400000000
Norte-Centro Histórico,Usado,2,Casa,El Prado,600,3,4,0,1562000000
Soledad,Usado,2,Casa,20 de julio,160,3,1,0,320000000
Sur Occidente,Usado,2,Casa,El Valle,60,3,1,0,210000000
Soledad,Inmobiliaria,2,Apartamento,Ciudad Caribe,66,2,2,1,140000000
Metropolitana,Usado,2,Apartamento,Ciudadela 20 de Julio,72,3,1,0,300000000
Metropolitana,Usado,2,Apartamento,Villa San Pedro I y II,57,3,2,1,107000000
Metropolitana,Usado,2,Apartamento,Villa San Pedro I y II,68,3,2,1,130000000
Norte-Centro Histórico,Usado,2,Apartamento,Las Colinas,83,3,2,0,187000000
Metropolitana,Usado,2,Casa,La Sierra,141,4,2,0,230000000
Norte-Centro Histórico,Inmobiliaria,2,Apartamento,Las Colinas,80,3,2,0,165000000
Norte-Centro Histórico,Usado,2,Apartamento,El Rosario,86,2,1,0,150000000
Norte-Centro Histórico,Usado,2,Apartamento,Las Colinas,50,2,1,0,98000000
Metropolitana,Usado,2,Casa,Ciudadela 20 de Julio,216,4,4,0,270000000
Sur Oriente,Usado,2,Casa,San Roque,88,3,2,0,300000000
Sur Occidente,Usado,2,Casa,Las Estrellas,100,3,2,0,180000000
Metropolitana,Usado,2,Casa,Ciudadela 20 de Julio,232,7,6,0,480000000
Norte-Centro Histórico,Usado,2,Apartamento,Las Colinas,71,3,2,1,115000000
Norte-Centro Histórico,Usado,2,Apartamento,Campo Alegre,68,3,2,1,150000000
Norte-Centro Histórico,Usado,2,Apartamento,Alameda del Rio,42,2,1,0,130000000
Metropolitana,Usado,2,Casa,Ciudadela 20 de Julio,120,4,2,0,240000000
Norte-Centro Histórico,Usado,2,Casa,San Francisco,330,4,2,0,700000000
Norte-Centro Histórico,Usado,2,Apartamento,San Francisco,78,4,2,1,220000000
Sur Occidente,Usado,2,Apartamento,Caribe Verde,46,3,2,1,133000000
Norte-Centro Histórico,Inmobiliaria,2,Apartamento,San Francisco,73,3,1,1,165000000
Soledad,Usado,2,Apartamento,20 de julio,63,3,1,1,118000000
Soledad,Usado,2,Casa,20 de julio,72,4,2,0,195000000
Soledad,Usado,2,Apartamento,20 de julio,60,3,1,1,105000000
Soledad,Usado,2,Casa,20 de julio,72,5,1,0,140000000
Soledad,Usado,2,Apartamento,20 de julio,64,3,1,0,85000000
Soledad,Usado,2,Casa,20 de julio,75,5,3,0,250000000
Soledad,Usado,2,Apartamento,20 de julio,144,5,2,0,200000000
Soledad,Usado,2,Casa,20 de julio,160,5,3,0,280000000
Soledad,Usado,2,Casa,20 de julio,92,3,1,0,210000000
Soledad,Usado,2,Casa,20 de julio,178,5,2,0,280000000
Soledad,Usado,2,Apartamento,20 de julio,63,3,1,0,100000000
Soledad,Usado,2,Casa,20 de julio,211,5,3,4,500000000
Norte-Centro Histórico,Usado,2,Casa,Norte-Centro Histórico,70,3,1,1,130000000
Norte-Centro Histórico,Usado,3,Apartamento,Barranquilla,92,3,2,0,1190000000
Norte-Centro Histórico,Usado,3,Casa,Barranquilla,150,3,2,0,280000000
Norte-Centro Histórico,Usado,3,Apartamento,Barranquilla,92,3,2,0,190000000
Norte-Centro Histórico,Usado,3,Apartamento,Barranquilla,115,3,2,1,270000000
Norte-Centro Histórico,Usado,3,Casa,Barranquilla,373,3,2,0,250000000
Sur Occidente,Usado,3,Apartamento,Olaya,94,2,2,0,190000000
Norte-Centro Histórico,Usado,3,Apartamento,Barranquilla,65,3,2,1,135000000
Norte-Centro Histórico,Usado,3,Casa,Barrio Abajo,241,4,2,2,380000000
Norte-Centro Histórico,Usado,3,Apartamento,Barrio Abajo,98,3,2,1,159000000
Norte-Centro Histórico,Usado,3,Casa,Barrio Abajo,456,12,8,0,550000000
Norte-Centro Histórico,Usado,3,Apartamento,Barrio Abajo,100,3,2,0,170000000
Norte-Centro Histórico,Usado,3,Apartamento,Barrio Abajo,96,3,2,1,240000000
Norte-Centro Histórico,Usado,3,Apartamento,Barrio Abajo,80,3,2,1,235000000
Sur Occidente,Usado,3,Apartamento,Olaya,81,3,2,1,230700000
Norte-Centro Histórico,Usado,3,Apartamento,Barrio Abajo,90,3,2,0,167000000
Sur Occidente,Usado,3,Casa,Olaya,285,4,2,1,480000000
Sur Occidente,Usado,3,Apartamento,Olaya,59,2,1,0,133000000
Sur Occidente,Usado,3,Casa,Olaya,180,4,3,1,450000000
Sur Occidente,Usado,3,Apartamento,Olaya,160,4,2,0,500000000
Norte-Centro Histórico,Usado,3,Casa,El Tabor,93,3,2,0,205000000
Norte-Centro Histórico,Usado,3,Casa,El Tabor,93,3,2,0,219900000
Sur Oriente,Usado,3,Apartamento,La Unión,64,3,2,3,190000000
Sur Occidente,Usado,3,Apartamento,Los Andes,64,3,2,0,160000000
Sur Occidente,Usado,3,Apartamento,Los Andes,64,3,1,0,180000000
Norte-Centro Histórico,Usado,3,Casa,Boston,105,3,4,1,380000000
Norte-Centro Histórico,Usado,3,Casa,Boston,240,5,2,2,450000000
Norte-Centro Histórico,Usado,3,Apartamento,Centro,37,1,0,0,60000000
Riomar,Usado,3,Apartamento,Miramar,68,3,2,1,180000000
Norte-Centro Histórico,Usado,3,Casa,Las Delicias,239,8,3,0,340000000
Riomar,Usado,3,Apartamento,Miramar,83,3,2,1,260000000
Sur Oriente,Usado,3,Casa,Montes,134,3,3,2,380000000
Norte-Centro Histórico,Usado,3,Apartamento,El Recreo,90,2,1,0,177000000
Sur Occidente,Usado,3,Apartamento,Los Pinos,160,3,0,0,410000000
Riomar,Usado,3,Apartamento,Paraíso,87,3,2,1,310000000
Riomar,Usado,3,Apartamento,Paraíso,78,3,2,1,220000000
Norte-Centro Histórico,Usado,3,Apartamento,Las Delicias,55,3,1,1,185000000
Norte-Centro Histórico,Usado,3,Casa,El Recreo,437,6,7,1,1300000000
Norte-Centro Histórico,Usado,3,Casa,El Recreo,80,3,2,1,220000000
Sur Occidente,Usado,3,Casa,El Carmen,450,5,2,1,680000000
Norte-Centro Histórico,Usado,3,Apartamento,El Recreo,500,6,6,3,1300000000
Sur Oriente,Usado,3,Casa,Montes,150,4,0,0,350000000
Norte-Centro Histórico,Usado,3,Apartamento,Betania,85,3,2,1,310000000
Sur Oriente,Usado,3,Casa,Tayrona,160,3,1,1,230000000
Norte-Centro Histórico,Usado,3,Casa,Boston,126,3,2,1,390000000
Sur Oriente,Usado,3,Casa,Las Palmas,150,4,1,0,260000000
Norte-Centro Histórico,Usado,3,Apartamento,Betania,70,3,2,0,260000000
Norte-Centro Histórico,Usado,3,Apartamento,Betania,306,7,5,1,680000000
Metropolitana,Usado,3,Apartamento,San José,228,7,3,1,430000000
Norte-Centro Histórico,Usado,3,Apartamento,El Rosario,100,2,1,0,220000000
Norte-Centro Histórico,Usado,3,Casa,El Rosario,100,3,2,1,220000000
Metropolitana,Usado,3,Casa,San José,207,6,4,0,450000000
Sur Oriente,Usado,3,Casa,Las Palmas,173,6,3,0,280000000
Norte-Centro Histórico,Usado,3,Apartamento,El Rosario,70,2,1,0,125000000
Norte-Centro Histórico,Usado,3,Apartamento,El Rosario,68,3,2,1,230000000
Sur Oriente,Usado,3,Casa,El Campito,120,4,1,2,220000000
Norte-Centro Histórico,Usado,3,Apartamento,Los Nogales,92,3,1,0,220000000
Sur Oriente,Usado,3,Apartamento,Las Palmas,64,3,2,1,180000000
Sur Oriente,Usado,3,Casa,Las Palmas,255,3,2,2,280000000
Metropolitana,Usado,3,Casa,San José,226,5,3,3,410000000
Metropolitana,Usado,3,Casa,Cevillar,250,4,3,0,230000000
Sur Occidente,Usado,3,Apartamento,El Silencio,150,4,2,1,450000000
Sur Occidente,Usado,3,Casa,El Silencio,150,4,2,1,500000000
Sur Occidente,Usado,3,Casa,El Silencio,101,3,0,0,400000000
Norte-Centro Histórico,Usado,3,Casa,La Campiña,309,4,3,0,850000000
Riomar,Usado,3,Apartamento,Pradomar,717,4,4,4,2500000000
Norte-Centro Histórico,Usado,3,Apartamento,Las Mercedes,161,3,2,1,415000000
Sur Occidente,Usado,3,Casa,El Silencio,87,3,2,1,193159685
Norte-Centro Histórico,Usado,3,Apartamento,El Castillo,223,4,3,0,380000000
Sur Oriente,Usado,3,Apartamento,Universal I y II,55,3,1,0,100000000
Sur Occidente,Usado,3,Apartamento,El Silencio,50,2,1,0,160000000
Metropolitana,Usado,3,Casa,Cevillar,150,4,3,1,235000000
Norte-Centro Histórico,Usado,3,Casa,El Castillo,230,4,3,2,390000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,53,2,2,0,180000000
Riomar,Usado,3,Apartamento,La Floresta,60,3,2,1,165000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,58,3,2,0,175000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,54,2,2,0,180000000
Sur Occidente,Usado,3,Casa,San Isidro,78,3,2,1,210000000
Sur Occidente,Inmobiliaria,3,Casa,San Isidro,191,3,2,4,440000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,60,3,2,1,186000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,59,3,2,0,170000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,58,3,1,0,180000000
Metropolitana,Usado,3,Apartamento,La Victoria,45,2,1,0,145000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,57,2,2,1,160000000
Sur Occidente,Usado,3,Apartamento,San Isidro,60,2,1,0,150000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,52,2,2,1,195000000
Sur Occidente,Usado,3,Apartamento,San Isidro,60,3,2,1,169000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,56,2,2,0,178000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,57,3,1,1,170000000
Sur Occidente,Usado,3,Apartamento,San Isidro,60,3,2,1,160000000
Sur Occidente,Usado,3,Apartamento,San Isidro,60,3,2,0,155000000
Norte-Centro Histórico,Usado,3,Apartamento,La Concepción,46,2,1,1,190000000
Norte-Centro Histórico,Usado,3,Apartamento,La Concepción,81,3,1,0,160000000
Norte-Centro Histórico,Usado,3,Apartamento,La Concepción,119,3,1,1,300000000
Norte-Centro Histórico,Usado,3,Casa,La Concepción,124,3,2,0,340000000
Riomar,Usado,3,Apartamento,El Limoncito,65,3,2,1,170000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,58,3,2,0,220000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,45,2,1,0,150000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,45,2,1,0,149800000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,56,2,2,0,169000000
Riomar,Usado,3,Casa,La Floresta,90,3,3,1,220000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,57,2,2,0,185000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,58,2,2,0,175000000
Riomar,Usado,3,Casa,Altos del Prado,370,3,3,0,650000000
Metropolitana,Usado,3,Casa,La Victoria,220,3,1,1,380000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,52,2,2,1,170000000
Sur Occidente,Usado,3,Apartamento,San Isidro,63,3,2,0,140000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,58,2,1,0,180000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,45,2,1,0,115000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,59,3,2,1,210000000
Riomar,Usado,3,Apartamento,La Floresta,64,3,2,1,150000000
Sur Occidente,Usado,3,Apartamento,San Isidro,60,3,2,0,160000000
Sur Occidente,Usado,3,Apartamento,San Isidro,60,3,2,1,155000000
Sur Occidente,Usado,3,Apartamento,San Isidro,61,3,2,1,165000000
Norte-Centro Histórico,Inmobiliaria,3,Apartamento,Alameda del Rio,64,3,2,1,255000000
Metropolitana,Usado,3,Apartamento,Los Continentes,59,2,2,1,140000000
Norte-Centro Histórico,Usado,3,Casa,Las Mercedes,109,3,2,1,294000000
Riomar,Usado,3,Casa,San Salvador,90,3,3,1,300000000
Riomar,Usado,3,Apartamento,Villa Santos,116,3,2,0,215000000
Sur Oriente,Usado,3,Apartamento,La Magdalena,68,2,1,0,155000000
Sur Occidente,Usado,3,Casa,Olaya,178,4,2,1,420000000
Norte-Centro Histórico,Usado,3,Apartamento,La Concepción,83,3,2,1,165000000
Metropolitana,Usado,3,Apartamento,Los Continentes,62,3,2,0,140000000
Riomar,Usado,3,Apartamento,San Salvador,71,3,2,1,230000000
Soledad,Usado,3,Casa,Vista Hermosa,160,3,2,1,270000000
Norte-Centro Histórico,Usado,3,Casa,Las Mercedes,236,6,3,2,600000000
Soledad,Usado,3,Casa,Costa Hermosa,103,3,1,0,160000000
Soledad,Usado,3,Casa,Los Robles,144,3,2,1,215000000
Metropolitana,Usado,3,Apartamento,Los Continentes,60,3,2,0,145000000
Norte-Centro Histórico,Usado,3,Casa,Las Mercedes,236,3,3,0,600000000
Riomar,Usado,3,Apartamento,San Salvador,71,3,2,2,220000000
Sur Occidente,Usado,3,Apartamento,suroccidente,60,3,2,1,135000000
Riomar,Usado,3,Apartamento,Villa Santos,111,3,2,0,340000000
Sur Occidente,Usado,3,Casa,Olaya,128,4,3,1,390000000
Sur Occidente,Usado,3,Casa,Buena Esperanza,240,3,1,0,400000000
Norte-Centro Histórico,Usado,3,Casa,Ciudad Jardín,350,4,2,0,768000000
Sur Occidente,Usado,3,Apartamento,Olaya,56,2,1,0,140000000
Sur Occidente,Usado,3,Apartamento,Olaya,94,3,2,1,220000000
Sur Occidente,Inmobiliaria,3,Apartamento,Chiquinquirá,51,2,1,0,110000000
Norte-Centro Histórico,Usado,3,Apartamento,Villa Country,72,3,2,0,160000000
Riomar,Usado,3,Apartamento,Villa Carolina,79,3,2,1,280000000
Riomar,Inmobiliaria,3,Apartamento,Villa Carolina,86,3,2,1,318000000
Riomar,Usado,3,Casa,Villa Carolina,148,3,3,0,540000000
Riomar,Usado,3,Casa,Villa Carolina,96,3,3,1,340000000
Sur Occidente,Usado,3,Apartamento,San Isidro,63,3,2,1,200000000
Riomar,Usado,3,Apartamento,Villa Carolina,72,3,2,0,200000000
Riomar,Usado,3,Apartamento,Villa Carolina,47,2,1,0,135000000
Norte-Centro Histórico,Usado,3,Apartamento,El Rosario,71,3,1,0,125000000
Riomar,Usado,3,Apartamento,Villa Carolina,77,4,3,1,215000000
Riomar,Usado,3,Apartamento,Villa Carolina,68,3,2,1,190000000
Riomar,Usado,3,Apartamento,Villa Carolina,159,3,3,1,490000000
Riomar,Usado,3,Apartamento,Villa Carolina,74,3,2,1,250000000
Riomar,Usado,3,Casa,Villa Carolina,120,4,4,1,550000000
Riomar,Usado,3,Apartamento,Villa Carolina,131,3,4,1,420000000
Riomar,Usado,3,Apartamento,Villa Carolina,100,3,2,1,290000000
Riomar,Usado,3,Apartamento,Villa Carolina,67,3,2,1,200000000
Riomar,Usado,3,Casa,Villa Campestre,112,4,3,1,385000000
Riomar,Usado,3,Apartamento,Villa Campestre,140,3,3,2,498000000
Riomar,Usado,3,Apartamento,Villa Campestre,95,4,4,1,350000000
Riomar,Usado,3,Apartamento,Villa Campestre,73,3,2,1,215000000
Norte-Centro Histórico,Usado,3,Apartamento,Nuevo Horizonte,99,2,2,0,340000000
Riomar,Usado,3,Casa,Villa Campestre,117,3,4,1,380000000
Riomar,Usado,3,Apartamento,Villa Campestre,104,0,0,0,420000000
Riomar,Usado,3,Apartamento,Villa Campestre,140,3,3,2,498000000
Norte-Centro Histórico,Usado,3,Apartamento,Alameda del Rio,52,2,2,0,155000000
Norte-Centro Histórico,Usado,3,Casa,El Tabor,285,4,4,2,650000000
Sur Oriente,Usado,3,Casa,José Antonio Galán,255,5,3,2,280000000
Riomar,Usado,3,Apartamento,Riomar,58,2,2,0,155000000
Riomar,Inmobiliaria,3,Apartamento,Riomar,96,3,3,1,335000000
Riomar,Usado,3,Casa,Riomar,249,3,4,6,660000000
Metropolitana,Usado,3,Apartamento,Los Continentes,58,3,2,1,125000000
Riomar,Usado,3,Apartamento,Riomar,61,3,2,1,230000000
Sur Oriente,Usado,3,Casa,Montes,160,3,1,1,180000000
Riomar,Usado,3,Apartamento,Riomar,58,2,2,0,190000000
Sur Occidente,Usado,3,Casa,Lucero,94,2,1,1,280000000
Riomar,Usado,3,Apartamento,Riomar,58,2,2,0,260000000
Riomar,Usado,3,Apartamento,Riomar,58,2,2,0,190000000
Riomar,Usado,3,Apartamento,Riomar,56,2,2,0,170000000
Riomar,Usado,3,Apartamento,Riomar,57,2,1,0,192000000
Riomar,Usado,3,Apartamento,Riomar,58,2,2,0,180000000
Riomar,Usado,3,Apartamento,Riomar,58,2,2,0,180000000
Riomar,Usado,3,Apartamento,Riomar,56,3,2,0,185000000
Riomar,Usado,3,Apartamento,Riomar,45,2,1,0,130000000
Riomar,Usado,3,Apartamento,Riomar,59,2,2,1,180000000
Sur Oriente,Usado,3,Casa,La Unión,337,10,10,2,550000000
Sur Oriente,Usado,3,Casa,La Unión,301,4,4,1,480000000
Sur Oriente,Usado,3,Apartamento,La Unión,93,3,2,0,190000000
Sur Oriente,Usado,3,Casa,Montes,112,3,2,0,230000000
Sur Oriente,Usado,3,Apartamento,La Unión,72,3,2,1,145000000
Sur Oriente,Usado,3,Apartamento,La Unión,75,3,2,1,165000000
Sur Oriente,Usado,3,Casa,El Limón,101,3,1,0,145000000
Sur Oriente,Usado,3,Casa,La Unión,150,6,3,0,400000000
Sur Oriente,Usado,3,Apartamento,La Unión,64,3,1,1,170000000
Sur Oriente,Usado,3,Apartamento,Montes,323,0,0,0,467000000
Norte-Centro Histórico,Usado,3,Casa,El Castillo,235,4,3,1,400000000
Sur Oriente,Usado,3,Casa,Montes,180,3,3,1,220000000
Riomar,Usado,3,Apartamento,Andalucía,64,3,2,1,180000000
Sur Occidente,Usado,3,Casa,Olaya,370,4,3,7,750000000
Sur Occidente,Usado,3,Casa,Olaya,148,4,2,0,350000000
Sur Oriente,Usado,3,Apartamento,Las Nieves,55,3,2,1,130000000
Norte-Centro Histórico,Usado,3,Casa,La Campiña,511,4,3,1,1399000000
Sur Occidente,Usado,3,Casa,Olaya,380,6,2,1,620000000
Sur Occidente,Usado,3,Casa,Olaya,75,3,3,0,230000000
Sur Occidente,Usado,3,Casa,Olaya,105,3,3,1,279000000
Sur Occidente,Usado,3,Casa,Olaya,168,3,2,0,450000000
Sur Occidente,Inmobiliaria,3,Apartamento,Olaya,110,3,2,1,250000000
Sur Occidente,Usado,3,Apartamento,Olaya,56,3,1,1,180000000
Riomar,Usado,3,Apartamento,Andalucía,91,3,2,2,275000000
Sur Occidente,Usado,3,Apartamento,Olaya,76,3,2,1,240000000
Sur Occidente,Inmobiliaria,3,Apartamento,Olaya,38,1,1,1,135000000
Soledad,Usado,3,Casa,Vista Hermosa,160,3,2,1,270000000
Sur Oriente,Usado,3,Apartamento,Las Nieves,56,1,0,0,98000000
Sur Oriente,Usado,3,Casa,Montes,385,3,1,0,325000000
Sur Occidente,Usado,3,Casa,Olaya,152,3,3,1,380000000
Sur Occidente,Usado,3,Casa,Olaya,130,4,3,1,368000000
Sur Occidente,Usado,3,Apartamento,Olaya,58,2,1,0,130000000
Sur Occidente,Usado,3,Casa,Olaya,175,3,3,1,310000000
Sur Occidente,Usado,3,Casa,Olaya,171,3,3,2,400000000
